7833
186,1493615,5,2005-05-23
22,1850615,2,2005-07-12
70,68959,3,2005-08-11
156,147386,5,2004-09-19
154,624035,5,2004-02-19
185,782308,5,2004-07-02
179,1116080,5,2005-08-08
35,421374,5,2004-11-17
9,1158759,4,2004-06-13
150,1025798,3,2005-09-02
178,1215397,5,2005-07-19
48,2475251,4,2005-08-25
173,321111,2,2005-05-02
187,2162676,3,2005-08-01
55,2635437,4,2004-12-19
134,2389367,1,2004-07-01
34,485622,5,2005-08-01
158,235553,4,2004-07-15
146,831869,4,2005-06-02
67,99400,5,2005-09-16
147,684876,4,2005-11-01
176,1871179,3,2004-12-08
135,1107678,5,2005-03-15
216,642036,3,2005-09-21
32,700890,5,2004-05-06
200,2289956,5,2004-04-29
85,2040859,1,2004-11-23
140,1524964,3,2005-04-19
227,121318,4,2005-06-06
122,317050,5,2005-11-15
64,2287003,5,2004-12-20
25,59052,2,2004-07-12
238,893742,4,2005-04-27
195,1346257,3,2005-08-23
69,55016,3,2004-05-12
118,30245,5,2004-10-19
182,743633,4,2005-08-09
15,1596531,5,2004-01-23
30,1125499,5,2005-01-31
54,706832,4,2005-05-06
76,2465337,3,2005-04-04
6,2291422,1,2005-08-28
228,1777406,3,2005-01-02
230,1904905,4,2005-05-13
146,2450433,3,2005-01-08
100,1348967,2,2004-06-21
197,638020,3,2005-08-10
199,2217779,4,2005-02-14
138,194280,1,2004-12-14
10,493009,4,2005-03-27
1,1567167,4,2005-09-11
66,850327,5,2005-09-18
113,520386,3,2005-10-25
156,320540,2,2005-07-26
73,1188228,2,2004-12-05
241,57961,4,2004-11-09
245,1113230,3,2005-05-04
171,1374216,2,2005-09-23
37,595778,3,2004-03-03
18,209573,4,2005-10-31
207,2354601,5,2005-12-10
45,2563596,4,2004-04-04
70,835265,4,2005-09-01
70,1819474,3,2004-04-03
196,1447104,3,2004-08-28
95,1100940,1,2005-10-24
84,143274,3,2005-08-31
77,2329565,4,2005-01-19
76,181592,4,2005-03-26
109,936396,2,2004-02-09
239,1125797,3,2004-07-05
124,2283366,3,2004-12-27
68,514495,4,2005-04-13
81,1772176,3,2005-09-27
111,1877347,4,2005-07-13
198,1287892,4,2005-05-17
153,255443,2,2005-05-23
200,890669,4,2005-11-02
198,1989766,4,2005-07-08
121,2315073,4,2004-03-24
224,14756,4,2005-12-27
242,907623,3,2004-05-11
164,991423,4,2004-10-24
117,1604238,4,2005-06-02
50,1027056,3,2005-12-03
137,2025883,5,2005-03-24
183,732936,5,2005-04-24
62,563962,5,2005-11-09
115,799442,4,2005-11-21
208,352635,5,2004-05-11
228,2537543,5,2005-10-26
93,1564395,4,2005-07-09
50,1655178,4,2004-08-26
116,573434,4,2004-05-26
195,1141189,4,2004-12-15
25,383247,5,2005-02-03
107,1763921,5,2004-05-10
125,1943970,5,2004-09-20
11,322009,3,2004-05-20
189,2333817,3,2004-10-22
230,2095681,2,2005-10-29
216,1149588,4,2005-12-13
122,2354740,5,2005-05-05
84,2421360,5,2005-10-19
162,496087,2,2004-04-25
139,2191781,1,2005-04-03
110,1694083,4,2005-10-03
81,818416,3,2005-07-27
76,701960,5,2005-04-29
158,2090477,4,2005-06-28
221,1664010,5,2005-10-12
145,2583822,5,2005-08-17
94,369646,5,2005-04-30
69,2234063,4,2005-05-11
178,259799,4,2005-06-23
231,1077982,4,2004-03-16
216,2631796,4,2005-09-27
200,1122383,3,2004-10-22
11,1508526,3,2004-07-25
248,1600207,5,2004-04-17
117,1283117,5,2005-03-18
71,1727869,5,2005-07-11
242,1522799,4,2004-10-19
235,1394012,5,2005-12-19
17,1558286,3,2005-03-15
209,1155602,3,2005-07-05
55,361066,3,2004-09-24
178,1743210,5,2005-09-22
53,1148389,4,2004-04-03
121,2268101,4,2005-10-28
235,519684,5,2005-07-25
171,767518,5,2005-08-02
69,122197,1,2005-03-09
93,2112162,4,2005-10-14
224,1073367,3,2005-07-25
37,400162,5,2004-11-08
113,1524343,5,2005-03-24
39,741245,4,2005-06-28
62,2563768,3,2005-07-04
123,1406595,4,2005-08-27
40,1137010,4,2004-10-05
148,60343,5,2005-05-08
84,225765,4,2004-05-10
213,2530404,3,2004-05-01
208,437881,3,2004-11-17
19,1935793,1,2005-04-18
209,134001,4,2005-05-06
153,2607300,3,2005-07-25
74,1008986,4,2004-10-25
203,94565,4,2004-12-15
88,828410,4,2005-01-03
194,1805202,4,2005-10-03
238,1922925,4,2004-04-03
54,1435717,5,2005-08-11
111,2277395,4,2004-03-09
48,2305014,5,2004-08-31
32,166041,4,2005-09-02
227,2413320,4,2004-02-06
177,87113,2,2005-09-21
154,722591,5,2004-03-08
172,2291306,1,2004-03-01
133,2010770,4,2004-12-30
150,255383,5,2005-04-10
37,1873429,4,2005-10-27
148,1647618,4,2005-08-27
61,608234,5,2005-02-25
77,42930,3,2005-05-14
72,1462072,5,2005-06-22
88,685565,5,2005-09-26
34,3321,3,2005-09-27
117,2554942,4,2005-10-03
98,1874547,4,2004-08-11
218,2269844,5,2005-11-02
124,34907,3,2005-08-17
77,1779903,4,2005-06-04
83,2576424,4,2005-08-10
68,230112,3,2004-08-26
168,508727,3,2004-07-11
188,1603525,3,2004-10-13
153,172264,4,2005-09-17
198,1182185,4,2005-10-06
141,2275470,2,2005-10-05
81,491531,5,2005-02-17
234,1346432,4,2005-11-15
198,1554712,5,2004-10-27
63,1450941,5,2005-09-13
115,1714116,3,2005-08-09
226,2016488,4,2004-11-22
154,1782762,4,2005-01-19
104,1343170,5,2005-02-26
107,2565752,4,2004-12-10
53,435841,3,2005-09-19
84,2242821,5,2005-08-29
166,638824,5,2004-05-19
122,2256485,1,2004-08-19
134,101597,5,2004-10-01
208,623036,5,2005-05-16
120,1559445,5,2005-06-08
33,1723381,5,2005-08-30
230,1824586,4,2005-03-03
126,2233105,4,2005-09-08
94,682963,3,2005-06-21
48,2529547,5,2005-11-18
42,504620,2,2005-08-12
148,1682104,4,2005-08-30
214,16272,4,2005-01-20
175,2491785,5,2005-05-09
65,978412,5,2005-07-02
17,2054145,3,2005-07-28
110,2444240,3,2005-08-14
204,547732,3,2005-06-11
139,811790,5,2005-09-02
54,31913,4,2004-10-15
75,437111,4,2005-06-27
158,640588,4,2004-09-06
97,2625019,3,2005-09-12
12,2605190,5,2005-11-05
209,915,5,2005-08-17
241,1430587,4,2005-05-18
174,2544219,5,2005-11-20
33,2603381,5,2005-11-29
106,305344,1,2004-02-08
228,2569099,1,2005-08-16
123,2430356,4,2004-07-15
128,885165,4,2005-06-02
135,2380806,5,2005-09-06
70,1512406,1,2005-10-03
197,1774623,4,2005-11-23
164,2226525,4,2005-02-08
183,2537076,4,2005-10-17
18,2060858,4,2005-05-09
244,498469,5,2005-03-22
121,68033,4,2005-10-04
203,1819146,5,2005-08-15
220,2088415,4,2005-02-01
29,473070,5,2005-04-06
125,1823641,5,2004-03-29
234,1839976,2,2004-03-31
4,14924,5,2005-10-04
203,1852606,4,2004-07-23
170,453694,5,2004-07-21
55,921487,2,2004-07-19
91,1022254,5,2004-09-15
37,2464081,4,2005-01-22
87,1228324,4,2005-11-12
107,1563530,4,2004-08-18
201,1181170,3,2004-09-08
170,1357013,3,2004-10-02
172,21722,4,2005-02-07
83,288420,5,2005-06-02
12,1739170,5,2005-09-19
211,2584676,3,2005-08-06
65,2013504,4,2005-08-10
221,1245176,4,2004-07-27
87,269524,3,2005-03-05
75,661344,3,2005-03-16
220,652324,3,2004-04-15
29,2239213,3,2005-08-24
82,863302,4,2004-08-19
246,758850,4,2004-09-21
191,1884755,2,2004-11-15
214,544833,3,2005-09-27
124,1562707,1,2005-07-25
81,810700,5,2004-08-31
117,837756,5,2004-10-26
87,155164,4,2004-10-29
24,493945,5,2005-04-12
122,1565175,5,2004-08-10
172,2005193,4,2005-11-17
7,1605780,4,2004-09-17
32,1294335,2,2004-09-22
28,608576,4,2005-03-19
24,659505,4,2005-05-16
226,1604707,4,2005-10-17
119,2630797,5,2005-12-09
52,402266,5,2004-10-16
95,752642,3,2004-02-24
45,1906145,4,2005-07-19
129,389872,2,2005-08-09
30,1462866,2,2004-10-09
199,1952116,4,2005-04-28
242,54774,4,2005-05-25
179,1776980,5,2005-10-13
72,1494196,5,2004-02-29
226,253794,5,2004-08-10
215,1569513,3,2004-02-26
90,596728,2,2004-04-26
161,1107588,1,2004-02-22
190,1133763,3,2005-05-15
206,1398076,4,2004-07-02
101,1178171,4,2004-07-01
39,984369,3,2005-08-25
10,2618594,4,2004-07-27
111,1653834,4,2004-08-22
7,2322840,3,2005-07-12
102,2207647,4,2004-08-12
65,1994111,4,2005-01-11
2,1824044,4,2004-04-29
109,2255037,3,2004-06-01
216,2056022,3,2004-11-22
125,1458179,4,2005-01-26
248,1508350,4,2005-06-27
180,1168571,5,2005-09-14
226,766489,3,2005-10-01
194,1424199,5,2005-08-08
53,2054180,3,2004-07-09
13,448902,5,2005-07-20
91,1547173,3,2005-11-18
71,1751103,4,2004-08-05
206,121073,5,2004-12-16
222,2609436,4,2004-11-09
62,1398626,2,2004-12-03
178,1311231,3,2004-03-30
60,2279000,3,2005-02-18
41,236921,5,2005-03-19
55,2566259,5,2005-04-06
114,758937,4,2005-10-24
4,2260684,4,2004-11-08
73,1190829,4,2004-02-10
173,136106,3,2005-08-08
248,344753,3,2004-07-21
179,568930,5,2005-05-02
99,206115,4,2005-08-23
41,2390644,3,2004-09-06
62,2078679,5,2005-01-07
188,1682651,4,2005-05-02
247,386915,4,2005-05-27
10,972136,3,2005-06-20
123,1806515,3,2005-09-29
117,11589,3,2005-10-19
186,2118461,5,2005-10-24
213,444411,3,2004-09-05
107,691108,4,2005-02-27
201,332401,3,2005-04-28
198,1278488,4,2005-04-27
107,358776,4,2005-11-21
1,387418,1,2004-02-08
136,872408,4,2005-08-26
198,646098,4,2004-07-19
138,396595,5,2005-02-13
141,1366860,4,2004-01-26
70,1046882,3,2004-08-12
97,470861,5,2004-06-28
231,1455257,4,2004-09-17
39,1274780,3,2004-10-11
59,379184,4,2005-02-11
242,1273630,4,2005-09-08
68,492291,3,2005-06-06
232,145873,3,2004-02-25
38,1388284,5,2004-12-21
240,712610,4,2005-04-27
13,1116065,1,2005-05-03
8,660499,1,2005-07-08
24,1918987,4,2005-07-10
86,1357894,3,2004-09-09
173,190418,3,2004-09-30
203,1060658,3,2005-03-23
178,1443203,4,2005-05-22
99,1772839,5,2005-09-19
38,2385774,3,2004-04-07
246,1059319,3,2005-10-10
107,831775,4,2005-10-15
168,881346,5,2005-11-07
207,1066317,4,2004-05-07
243,13651,3,2004-06-16
144,208920,4,2005-01-23
97,308753,5,2005-10-31
141,2564257,3,2005-11-27
166,565041,4,2004-08-23
181,1602153,4,2005-06-13
122,173930,4,2005-06-30
244,202811,3,2005-07-18
23,353369,3,2005-08-01
207,1201176,4,2005-05-02
189,2047577,3,2005-05-27
178,685113,4,2005-10-24
129,1686060,5,2004-03-21
150,151004,5,2004-07-09
191,2126192,3,2004-04-16
211,1981464,4,2005-08-16
149,1862581,4,2004-06-08
23,1255780,5,2005-03-28
235,1962300,3,2005-06-22
104,1515355,3,2004-05-12
111,1001779,4,2005-09-09
46,2093105,3,2004-06-17
137,1123959,3,2005-01-05
121,1876297,5,2005-05-19
134,1364481,4,2004-05-29
226,998236,5,2004-06-23
195,328415,3,2004-11-01
152,1347129,4,2005-01-24
168,1117062,4,2005-07-07
36,1033930,3,2005-08-11
120,45117,5,2005-08-15
111,1005769,5,2004-09-28
235,712609,4,2005-03-20
148,740495,4,2005-02-05
117,2497991,4,2005-07-07
96,1017324,4,2005-04-05
144,120491,5,2004-09-13
56,1645794,4,2005-04-05
205,1658790,3,2005-06-23
155,2451020,4,2004-09-14
69,1878798,4,2005-01-11
44,1790903,4,2005-04-23
113,1254683,1,2004-02-13
220,874943,5,2005-03-22
86,121456,4,2005-04-19
72,1140108,4,2005-09-20
59,515436,1,2005-02-13
170,272689,5,2005-03-03
120,1247177,3,2005-12-04
87,263240,3,2004-07-07
222,2539549,3,2005-02-23
42,2565654,5,2004-11-15
46,334701,3,2005-02-07
169,42921,3,2005-10-04
140,2011399,5,2005-08-08
115,433945,5,2004-11-06
124,2151149,4,2005-01-13
204,1415954,2,2005-02-14
110,1086360,3,2005-03-10
96,2419258,4,2005-08-12
204,2380848,5,2005-01-11
88,1550216,1,2005-02-07
202,596533,5,2005-03-20
72,287901,5,2005-05-30
243,188613,4,2005-09-15
58,1654508,3,2005-04-25
197,1313126,5,2005-04-27
172,51334,4,2005-05-18
52,2374451,4,2005-06-05
124,2031093,4,2005-06-30
210,548064,5,2005-12-02
225,946102,5,2005-02-02
218,1790158,4,2005-05-17
139,1403184,3,2005-11-12
140,1535440,4,2005-08-18
225,1426604,4,2005-09-01
133,1815755,5,2004-07-20
184,2059652,4,2005-09-05
100,1666394,3,2005-04-19
50,1759415,4,2005-04-22
199,1959936,5,2005-11-21
97,998862,4,2004-11-13
130,2625420,2,2004-12-06
247,573975,3,2005-07-21
16,392722,4,2004-12-10
27,1401650,4,2005-02-24
160,988104,3,2005-05-23
75,977632,4,2004-11-12
218,2557870,4,2005-03-27
213,1793899,5,2005-06-04
3,1340535,5,2004-12-12
216,1888322,5,2005-01-20
1,1283598,3,2004-11-30
149,1784150,4,2005-06-17
211,2271251,5,2005-08-19
247,65932,3,2005-07-19
146,1828884,5,2004-12-21
122,1878728,4,2005-12-01
29,1922778,3,2005-02-07
62,1176404,4,2005-02-23
211,2265116,3,2005-09-06
123,1078701,4,2005-10-12
167,1832577,4,2005-09-07
177,748922,5,2005-07-05
101,1013802,1,2005-05-30
211,1131325,2,2005-11-14
201,2244378,4,2005-02-09
177,494639,2,2005-09-26
4,636262,1,2005-08-23
249,1903158,4,2005-03-04
121,220427,4,2005-05-05
26,2439493,1,2005-02-10
182,2225116,4,2005-08-29
10,1445632,5,2005-01-30
176,2592823,4,2005-02-06
215,1288603,5,2005-06-20
74,2556926,3,2005-07-09
247,1190070,4,2005-11-05
215,1312846,3,2005-08-26
9,2226229,3,2005-04-24
196,1563935,1,2005-08-12
7,69809,5,2005-04-08
102,1349753,3,2005-03-23
4,785768,3,2005-04-19
165,426476,5,2005-05-10
143,810636,4,2005-04-25
64,468713,5,2005-07-18
199,222290,4,2005-03-14
56,349407,5,2005-01-02
147,311232,2,2005-06-28
211,2596999,4,2005-10-07
129,1025601,5,2005-11-09
241,1743759,4,2005-01-30
96,2385553,5,2005-05-24
212,1374216,1,2005-09-25
79,526466,4,2005-03-05
105,2648861,3,2005-05-25
154,1210631,3,2005-03-24
204,2314531,4,2005-07-15
239,618272,1,2005-08-14
136,2532807,3,2005-01-28
9,412535,4,2005-05-23
88,1315005,4,2005-06-28
12,1358911,5,2005-12-13
85,507603,1,2005-07-23
213,1507649,5,2005-02-17
163,845529,5,2005-04-26
157,1479907,5,2005-02-28
90,236271,2,2005-06-21
225,2422676,3,2005-04-07
247,1636093,5,2005-10-20
119,995594,5,2005-01-19
109,1664010,4,2005-10-13
191,2431481,3,2004-11-18
23,1980668,5,2004-12-16
127,402321,4,2005-04-18
169,1344564,3,2005-01-25
41,1632603,3,2005-09-09
134,2567280,3,2005-03-17
189,1623166,3,2005-02-10
209,521932,4,2005-01-11
45,105086,5,2005-09-20
170,2072554,5,2005-05-05
108,2231529,3,2005-08-25
233,2103439,2,2005-06-05
184,261764,1,2005-11-10
228,193476,5,2005-03-23
100,1576540,4,2005-04-14
217,1783594,5,2005-03-07
88,503334,4,2005-11-25
106,183903,5,2005-01-30
205,2606799,1,2005-05-16
66,1236127,4,2005-06-07
14,2375962,3,2005-07-04
141,2212071,3,2005-09-17
242,1252841,3,2005-02-06
3,247898,5,2005-07-15
30,970975,3,2005-09-02
112,305344,1,2004-10-16
172,1581186,4,2005-02-27
177,1129620,3,2005-09-03
167,584750,3,2005-11-27
39,11409,5,2005-01-13
217,1875495,2,2005-01-12
10,1403217,2,2005-08-17
144,2147527,1,2005-11-18
89,2418486,4,2005-11-08
140,1476323,5,2004-11-22
186,2345723,4,2004-12-26
39,2640085,5,2005-04-26
211,1803154,2,2004-12-14
16,1251170,2,2005-02-11
197,527491,4,2005-07-30
154,391517,4,2005-05-16
247,1398626,3,2005-11-26
121,828919,5,2004-12-18
244,196494,5,2005-10-03
13,715897,5,2005-10-18
103,268917,2,2005-06-03
243,41422,4,2005-09-11
113,1806515,3,2005-09-23
176,2118461,4,2005-12-20
64,387418,1,2004-11-19
231,2019055,5,2005-05-12
180,348960,1,2005-09-07
79,1167731,4,2005-06-07
150,2468831,5,2005-07-05
208,219925,4,2005-04-18
213,1025193,5,2005-07-07
179,630887,5,2005-01-20
14,1461435,1,2005-03-21
74,1838586,1,2005-08-17
218,1515430,3,2005-01-27
240,1807053,5,2005-04-25
150,1172326,5,2005-06-18
21,1785842,3,2005-06-01
234,803752,3,2004-11-17
49,1581265,3,2005-04-15
119,515436,1,2005-02-13
137,1824543,4,2005-04-20
59,1283204,3,2004-12-23
135,1272122,5,2005-07-25
21,1025579,4,2003-03-29
218,712664,5,2004-02-01
169,1331154,4,2004-07-03
63,2632461,3,2005-07-22
23,44937,5,2004-06-22
209,656399,4,2003-09-20
113,439011,1,2004-01-22
38,1436762,3,2003-03-17
242,1644750,3,2003-03-19
154,2031561,4,2004-03-31
215,616720,4,2003-08-10
102,2467008,4,2004-03-15
125,975874,5,2004-02-09
163,701730,2,2005-10-05
55,1614320,4,2003-08-11
59,115498,3,2003-07-16
110,931626,2,2004-07-08
174,699878,4,2003-05-02
91,1694958,3,2005-08-10
59,66414,5,2004-02-21
206,2519847,5,2003-03-10
104,948069,3,2003-05-09
84,67315,4,2003-08-25
66,704249,4,2004-08-16
126,454417,4,2004-04-18
137,1995318,3,2004-07-14
229,2158448,5,2005-05-31
218,574843,5,2005-06-13
22,714960,4,2005-06-21
6,620771,2,2005-09-26
4,253876,4,2005-11-01
221,1632700,4,2005-11-14
106,603277,3,2003-06-21
125,79160,4,2005-07-11
114,1859725,4,2003-05-30
94,283774,5,2003-08-23
160,1983667,2,2003-08-08
170,2267507,4,2004-05-25
224,1813349,4,2003-03-18
154,2424721,3,2005-09-04
85,1275804,4,2003-08-27
150,1204327,4,2004-03-16
190,2143489,1,2004-08-23
115,672980,5,2004-11-18
92,166100,4,2004-12-17
128,2537764,5,2005-01-06
184,1650301,2,2005-06-17
195,553931,4,2005-10-04
148,214166,3,2005-10-09
229,6689,4,2003-02-20
13,109089,5,2003-05-27
204,1854303,1,2004-05-29
124,525003,5,2003-04-30
201,2312349,4,2003-05-13
124,188416,3,2004-01-27
201,2213550,4,2004-07-01
200,24344,4,2004-08-20
248,2344483,4,2004-09-28
153,531155,4,2005-02-28
117,1959707,3,2005-03-19
64,2120279,5,2005-05-15
155,1977959,4,2003-02-12
95,21983,4,2003-04-19
63,2173816,1,2003-07-17
21,78931,5,2003-07-09
50,2145227,4,2003-04-07
22,2463079,3,2003-08-26
28,1286051,3,2004-01-28
194,958104,4,2003-09-03
40,489962,3,2003-09-03
56,2297863,4,2004-01-13
235,958382,4,2004-08-22
26,248932,4,2005-04-03
55,1756658,3,2005-06-16
36,2579794,4,2005-10-26
127,1628475,4,2005-11-14
201,206809,5,2003-03-05
154,1333,4,2004-05-18
183,445828,2,2003-10-28
35,2079559,5,2004-08-28
180,1007809,4,2003-12-16
145,1562675,1,2003-03-06
111,1477923,4,2003-03-25
140,44783,3,2003-11-22
228,52540,1,2003-03-22
203,2436327,2,2004-07-13
79,1830211,4,2004-10-06
140,1857979,2,2005-03-08
64,1198785,2,2005-06-30
201,870391,2,2003-05-19
23,2164676,4,2003-03-03
172,1281996,4,2003-07-23
113,1853885,4,2004-06-18
60,2646060,3,2003-09-24
45,709342,4,2003-09-10
20,1195585,5,2003-08-04
84,1319527,5,2005-01-05
54,1478381,4,2005-05-26
27,1658752,3,2003-03-09
8,41371,5,2004-01-21
142,1479793,3,2004-01-18
139,1406148,3,2004-09-17
165,2446687,5,2004-12-14
101,968796,3,2005-02-06
113,2266857,3,2003-06-13
19,1456369,4,2003-07-08
51,1078792,4,2005-09-09
101,104768,5,2003-11-25
229,372528,3,2004-06-30
206,2240742,5,2004-11-05
202,1401399,4,2005-04-03
3,402377,4,2005-04-10
183,51230,4,2005-05-22
168,2229289,4,2005-12-30
187,2554745,4,2004-04-08
247,1710932,3,2004-08-16
196,1355097,4,2003-03-26
159,1231910,3,2003-12-23
16,2599552,4,2003-04-14
82,1394444,5,2005-02-17
58,1094443,2,2003-09-04
81,77266,2,2003-03-06
38,153249,4,2003-06-24
139,2590630,3,2003-10-10
42,2596383,3,2005-11-03
6,2601294,4,2004-02-10
120,2623268,4,2004-12-14
106,1756597,5,2005-04-11
26,1673185,3,2005-04-14
42,2611525,3,2004-02-05
229,2013198,4,2003-03-10
36,1704175,4,2004-04-29
124,2186436,2,2004-04-21
80,2252223,5,2004-06-24
165,780282,4,2004-06-06
227,203667,5,2003-03-25
175,2338873,5,2003-03-18
147,479779,4,2004-01-13
220,1927897,5,2004-07-27
114,719833,4,2003-09-08
119,871489,5,2004-09-14
185,968765,5,2004-10-11
228,1057518,4,2005-01-03
188,257517,4,2004-05-17
203,2003554,4,2003-04-25
165,2203875,4,2003-03-07
155,2213289,5,2003-06-06
106,2630072,3,2003-12-02
174,1142291,4,2005-08-22
146,1733188,4,2004-03-24
104,1614895,4,2003-09-13
129,1947922,2,2004-02-19
132,1036823,3,2004-09-20
72,786312,3,2004-11-06
52,1197233,2,2005-02-17
204,1100037,3,2005-04-02
119,1130826,3,2005-05-02
250,620147,5,2005-05-26
164,1479047,4,2005-09-27
64,1221390,4,2003-02-17
149,2193643,5,2003-06-04
31,544496,2,2004-02-02
102,357507,3,2003-03-04
209,976059,3,2004-06-22
104,820624,4,2004-02-09
173,924839,5,2004-05-18
123,966255,4,2004-07-09
132,108052,4,2005-03-22
88,375319,4,2005-09-15
208,309333,4,2005-10-16
196,1599030,5,2003-03-05
211,2443370,4,2003-07-07
118,871580,3,2003-05-13
72,311641,1,2005-08-27
210,532382,4,2003-08-21
192,2378011,5,2004-01-27
126,946970,4,2004-01-23
40,175763,4,2004-05-04
210,619721,4,2004-10-27
228,1248452,3,2005-01-20
217,1863843,2,2005-06-29
24,1915354,4,2005-10-20
133,920625,2,2005-11-14
4,1100170,4,2005-12-18
173,1733406,4,2003-03-26
206,755319,3,2005-08-14
203,1743030,3,2004-04-05
219,309567,2,2003-05-07
120,2096587,5,2003-06-09
138,345869,4,2004-08-08
170,1544094,5,2005-02-22
178,1022903,4,2005-09-14
61,290951,4,2003-02-24
189,1737484,4,2004-08-16
230,183215,4,2005-08-15
123,2065639,4,2004-04-02
33,250836,3,2005-09-08
217,2126122,4,2005-02-22
248,1206452,4,2005-03-21
148,2068821,3,2005-05-30
19,590699,5,2005-05-01
19,573161,5,2005-02-01
19,360875,4,2005-04-01
19,507091,5,2005-03-01
19,681380,5,2005-03-01
19,17183,5,2005-04-01
19,607020,4,2005-02-01
19,285330,4,2005-02-01
19,98213,5,2005-01-01
19,371635,5,2005-06-01
19,314871,5,2005-05-01
19,101832,5,2005-03-01
19,671409,5,2005-02-01
19,700800,5,2005-09-01
19,448284,5,2005-08-01
19,44964,4,2005-05-01
19,456763,5,2005-07-01
19,452175,5,2005-01-01
19,506137,4,2005-02-01
19,526008,4,2005-02-01
19,689477,5,2005-02-01
19,33052,4,2005-09-01
19,26304,5,2005-03-01
19,311141,5,2005-04-01
19,628189,4,2005-08-01
19,758198,5,2005-09-01
19,82800,4,2005-01-01
19,775406,4,2005-03-01
19,238391,5,2005-01-01
19,653572,5,2005-09-01
19,759032,5,2005-06-01
19,323803,4,2005-05-01
19,24558,5,2005-09-01
19,615647,4,2005-03-01
19,140166,4,2005-06-01
19,509582,4,2005-04-01
19,603368,4,2005-07-01
19,346750,4,2005-07-01
19,379272,4,2005-02-01
19,279066,4,2005-02-01
19,140034,5,2005-02-01
19,185680,4,2005-09-01
19,483213,5,2005-01-01
19,793070,5,2005-02-01
19,623098,5,2005-05-01
19,322343,4,2005-06-01
19,392142,4,2005-04-01
19,241793,4,2005-05-01
19,559815,5,2005-02-01
19,196662,4,2005-06-01
2,794133,4,2005-04-01
2,667104,5,2005-08-01
2,413347,5,2005-09-01
2,383513,5,2005-02-01
2,104532,4,2005-07-01
2,574926,4,2005-08-01
2,796187,5,2005-03-01
2,141459,4,2005-07-01
2,680177,5,2005-06-01
2,263137,5,2005-05-01
2,229776,5,2005-07-01
2,551342,4,2005-06-01
2,57238,4,2005-05-01
2,181566,4,2005-09-01
2,373797,5,2005-08-01
2,357704,4,2005-06-01
2,301320,5,2005-02-01
2,543017,4,2005-03-01
2,132188,5,2005-02-01
